rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
23,doi:10.1007/s10015-022-00808-0,Beyond anthropomorphising robot motion and towards robot-specific motion: consideration of the potential of artist—dancers in research on robotic motion,2022,Artificial Life and Robotics,https://doi.org/10.1007/s10015-022-00808-0,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1155/2019/3679174,sEMG Based Human Motion Intention Recognition,2019,Journal of Robotics,https://doi.org/10.1155/2019/3679174,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/icca.2019.8899490,Predicting Human Intent for Cooperative Physical Human-Robot Interaction Tasks,2019,,https://doi.org/10.1109/icca.2019.8899490,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
26,arxiv:2605.08567v2,ACWM-Phys: Investigating Generalized Physical Interaction in Action-Conditioned Video World Models,2026,arXiv,http://arxiv.org/abs/2605.08567v2,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1177/0278364918812981,I-Planner: Intention-aware motion planning using learning-based human motion prediction,2019,The International Journal of Robotics Research,https://doi.org/10.1177/0278364918812981,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
28,title:adamorph unified motion retargeting via embodiment aware adaptive transformers,AdaMorph: Unified Motion Retargeting via Embodiment-Aware Adaptive Transformers,2026,ArXiv.org,https://openalex.org/W7124118478,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.3390/app10051665,Contingent Task and Motion Planning under Uncertainty for Human–Robot Interactions,2020,Applied Sciences,https://doi.org/10.3390/app10051665,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1109/tro.2016.2540623,Learning Physical Collaborative Robot Behaviors From Human Demonstrations,2016,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2016.2540623,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2603.03243v2,HoMMI: Learning Whole-Body Mobile Manipulation from Human Demonstrations,2026,arXiv,http://arxiv.org/abs/2603.03243v2,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1109/tcds.2023.3241632,Applied Exoskeleton Technology: A Comprehensive Review of Physical and Cognitive Human–Robot Interaction,2023,IEEE Transactions on Cognitive and Developmental Systems,https://doi.org/10.1109/tcds.2023.3241632,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.3390/app11125651,Variable Admittance Control Based on Trajectory Prediction of Human Hand Motion for Physical Human-Robot Interaction,2021,Applied Sciences,https://doi.org/10.3390/app11125651,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.48550/arxiv.2411.02385,How Far is Video Generation from World Model: A Physical Law Perspective,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.02385,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.54254/2755-2721/2025.ast27134,Integrating Motion Planning in Vision Language Action Agents,2025,Applied and Computational Engineering,https://doi.org/10.54254/2755-2721/2025.ast27134,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.3390/electronics13061044,Dynamic Affect-Based Motion Planning of a Humanoid Robot for Human-Robot Collaborative Assembly in Manufacturing,2024,Electronics,https://doi.org/10.3390/electronics13061044,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.1177/01423312251387375,Learning-based motion predictor for human–robot-interactive system with large communication delays,2025,Transactions of the Institute of Measurement and Control,https://doi.org/10.1177/01423312251387375,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2405.17013v3,Motion-Agent: A Conversational Framework for Human Motion Generation with LLMs,2024,arXiv,http://arxiv.org/abs/2405.17013v3,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1109/lra.2024.3418275,Aligning Human Intent From Imperfect Demonstrations With Confidence-Based Inverse Soft-Q Learning,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3418275,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
40,arxiv:2604.24681v2,Learning Human-Intention Priors from Large-Scale Human Demonstrations for Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2604.24681v2,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/apcc.2013.6766038,Correcting temporal artifacts in compressive video sampling with motion estimation,2013,2013 19th Asia-Pacific Conference on Communications (APCC),https://doi.org/10.1109/apcc.2013.6766038,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.48550/arxiv.2205.12256,Differentiable Dynamics for Articulated 3d Human Motion Reconstruction,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2205.12256,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1115/1.4039145,"A Review of Intent Detection, Arbitration, and Communication Aspects of Shared Control for Physical Human–Robot Interaction",2018,Applied Mechanics Reviews,https://doi.org/10.1115/1.4039145,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.3390/robotics9040102,Human-Like Arm Motion Generation: A Review,2020,Robotics,https://doi.org/10.3390/robotics9040102,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.3390/app132011219,Variable Admittance Control in Sliding Mode for Robust Physical Human–Robot Interaction,2023,Applied Sciences,https://doi.org/10.3390/app132011219,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1109/tpami.2025.3594034,Human Motion Video Generation: A Survey,2025,arXiv,http://arxiv.org/abs/2509.03883v1,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1145/3714475,Effects of Human-Like Characteristics in Sampling-Based Motion Planning on the Legibility of Robot Arm Motions,2025,ACM Transactions on Human-Robot Interaction,https://doi.org/10.1145/3714475,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.1109/amc.2019.8371171,SS motion control for physical human-robot interaction,2018,2018 IEEE 15th International Workshop on Advanced Motion Control (AMC),https://doi.org/10.1109/amc.2019.8371171,Addresses learning robots from human video or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Human video physical intent disambiguation keeps action-critical alternatives explicit until a physical observation collapses them.
