split,seed,episode_id,intent,morphology,arm_length,shoulder_width,handedness,camera_scale,style_speed,curvature,hesitation,occlusion,noise,object_class,contact_time
style_shift_same_intent,0,27,lift,seen,1.02376,0.42239,-1,1.01776,0.58810,0.48228,0.13975,0.03034,0.02587,mug,0.70856
style_shift_same_intent,0,28,place,seen,0.94242,0.39379,1,1.02642,0.62182,0.34375,0.14948,0.03685,0.02510,cup_to_bowl,0.74788
style_shift_same_intent,0,29,handoff,seen,0.98641,0.42534,-1,1.04482,1.65882,0.38922,0.13049,0.09816,0.01226,tool_handoff,0.30999
style_shift_same_intent,0,30,push,seen,0.94037,0.44354,-1,0.99326,0.58453,0.43678,0.16796,0.08965,0.01461,cart,0.69452
style_shift_same_intent,0,31,pull,seen,0.88452,0.44140,-1,1.06479,1.58225,0.52645,0.20411,0.08078,0.01632,drawer_handle,0.31253
style_shift_same_intent,0,32,rotate,seen,0.92229,0.38722,1,1.05749,0.64713,0.52168,0.13284,0.09948,0.01693,knob,0.70182
style_shift_same_intent,0,33,lift,seen,0.98036,0.37256,-1,0.99684,0.50592,0.35194,0.09967,0.10650,0.02589,mug,0.69591
style_shift_same_intent,0,34,place,seen,0.98560,0.38298,1,0.98600,0.48488,0.26928,0.09163,0.08646,0.02008,cup_to_bowl,0.71119
style_shift_same_intent,0,35,handoff,seen,1.05674,0.45924,-1,0.95756,0.60083,0.40631,0.15789,0.09600,0.01698,part_handoff,0.68971
style_shift_same_intent,0,36,push,seen,1.04976,0.38323,1,0.98388,0.60763,0.30059,0.15734,0.07938,0.01561,box,0.71506
style_shift_same_intent,0,37,pull,seen,0.98334,0.38346,1,0.99462,0.64731,0.26331,0.09566,0.07615,0.01791,sliding_tray,0.71888
style_shift_same_intent,0,38,rotate,seen,0.96560,0.41534,1,0.99746,1.62062,0.56424,0.17212,0.10592,0.02376,knob,0.33418
style_shift_same_intent,0,39,lift,seen,1.06597,0.37868,1,0.97710,1.41968,0.33585,0.20734,0.03329,0.01446,mug,0.34985
style_shift_same_intent,0,40,place,seen,0.91178,0.36062,1,1.05130,1.49324,0.20717,0.20293,0.08102,0.01878,peg_to_slot,0.30495
style_shift_same_intent,0,41,handoff,seen,0.92433,0.39209,-1,0.97546,1.68959,0.37052,0.14222,0.04748,0.02330,part_handoff,0.25821
morphology_shift,0,0,push,shift,1.39859,0.55434,-1,1.29606,1.09196,0.11533,0.05243,0.04662,0.01136,cart,0.38162
morphology_shift,0,1,pull,shift,0.74835,0.28080,-1,0.75164,0.95599,0.25928,0.05584,0.00117,0.00824,sliding_tray,0.49056
morphology_shift,0,2,rotate,shift,1.42443,0.53068,-1,0.76073,0.99969,0.27172,0.07506,0.05888,0.01164,valve,0.44580
morphology_shift,0,3,lift,shift,1.29365,0.52518,-1,1.29903,1.06523,0.21468,0.07004,0.02198,0.01121,block,0.42498
morphology_shift,0,4,place,shift,1.27519,0.30545,-1,0.73871,0.98464,0.06048,0.00927,0.04492,0.00767,block_to_bin,0.43125
morphology_shift,0,5,handoff,shift,0.72829,0.52342,-1,1.25053,0.91622,0.23355,0.07068,0.03272,0.01007,part_handoff,0.48252
morphology_shift,0,6,push,shift,0.72879,0.29646,1,1.27137,1.00754,0.17012,0.03275,0.03944,0.00657,box,0.44347
morphology_shift,0,7,pull,shift,0.76471,0.28611,-1,1.25892,0.96696,0.17254,0.06264,0.03728,0.00632,sliding_tray,0.47680
morphology_shift,0,8,rotate,shift,0.74859,0.53529,-1,0.75227,1.02834,0.20192,0.02982,0.02403,0.00841,knob,0.43693
morphology_shift,0,9,lift,shift,1.35039,0.27512,-1,0.73714,0.96030,0.17595,0.00201,0.04805,0.00821,mug,0.45510
morphology_shift,0,10,place,shift,0.74680,0.32088,-1,1.27632,1.12721,0.21050,0.04564,0.05424,0.00973,peg_to_slot,0.39190
morphology_shift,0,11,handoff,shift,0.71152,0.31595,-1,1.25709,0.94526,0.10887,0.03518,0.04475,0.00976,cup_handoff,0.47922
morphology_shift,0,12,push,shift,0.70060,0.31122,1,0.74593,1.01868,0.22675,0.04119,0.05229,0.00490,box,0.43425
morphology_shift,0,13,pull,shift,0.74933,0.27882,1,0.74165,1.07599,0.10650,0.07941,0.02397,0.00852,sliding_tray,0.42562
morphology_shift,0,14,rotate,shift,1.32316,0.27273,1,1.27083,0.95933,0.21459,0.07453,0.03188,0.01129,valve,0.49696
morphology_shift,0,15,lift,shift,0.70619,0.50653,-1,1.25177,0.96019,0.13601,0.03506,0.02556,0.00542,mug,0.47419
morphology_shift,0,16,place,shift,0.73019,0.29995,-1,1.28299,0.90844,0.21281,0.01390,0.03977,0.01018,block_to_bin,0.47877
morphology_shift,0,17,handoff,shift,0.71038,0.53752,1,1.28476,1.15537,0.13310,0.05262,0.03016,0.00642,tool_handoff,0.40142
morphology_shift,0,18,push,shift,1.36784,0.28389,1,1.20907,1.03007,0.16810,0.03290,0.00176,0.00966,cart,0.45804
morphology_shift,0,19,pull,shift,0.79213,0.54334,-1,0.73890,1.03031,0.22401,0.03219,0.00513,0.01081,sliding_tray,0.42589
morphology_shift,0,20,rotate,shift,1.33316,0.56522,-1,0.71376,0.98701,0.22092,0.01051,0.03641,0.00988,knob,0.43774
morphology_shift,0,21,lift,shift,0.72164,0.53122,-1,0.73033,0.97497,0.15833,0.00921,0.03914,0.00869,block,0.43002
morphology_shift,0,22,place,shift,1.35440,0.54774,1,0.74750,0.98247,0.22601,0.06637,0.00437,0.00820,block_to_bin,0.43386
morphology_shift,0,23,handoff,shift,1.31902,0.28997,-1,1.27257,1.01629,0.03171,0.01720,0.04253,0.00905,cup_handoff,0.43123
morphology_shift,0,24,push,shift,0.72221,0.31190,-1,0.74480,0.98292,0.14435,0.04838,0.05210,0.01073,sliding_box,0.43557
morphology_shift,0,25,pull,shift,1.31975,0.54013,1,0.69510,0.92038,0.14952,0.06111,0.04119,0.01086,drawer_handle,0.48212
morphology_shift,0,26,rotate,shift,1.30588,0.51779,-1,0.77547,1.01620,0.18216,0.04334,0.00819,0.00652,jar_lid,0.42925
morphology_shift,0,27,lift,shift,0.81838,0.26446,-1,0.72115,0.96366,0.23790,0.06989,0.02413,0.01043,mug,0.47734
morphology_shift,0,28,place,shift,0.73638,0.53776,-1,0.76526,1.08216,0.21761,0.01395,0.00396,0.00599,block_to_bin,0.38653
morphology_shift,0,29,handoff,shift,1.28250,0.31032,-1,1.29377,1.03122,0.13549,0.04248,0.03651,0.00802,cup_handoff,0.44749
morphology_shift,0,30,push,shift,0.76077,0.50935,1,0.72022,0.93893,0.16212,0.00699,0.02435,0.00750,box,0.48719
morphology_shift,0,31,pull,shift,1.37280,0.30888,1,1.28626,1.01251,0.12542,0.02307,0.01101,0.00601,drawer_handle,0.43005
morphology_shift,0,32,rotate,shift,1.32304,0.30645,1,0.74588,0.90693,0.16500,0.00749,0.04260,0.00996,knob,0.47601
morphology_shift,0,33,lift,shift,0.65190,0.28621,-1,0.71072,0.92287,0.30220,0.02343,0.00566,0.00578,block,0.48361
morphology_shift,0,34,place,shift,0.79712,0.50769,-1,1.27421,1.12958,0.17063,0.00031,0.05361,0.00621,peg_to_slot,0.38173
morphology_shift,0,35,handoff,shift,1.27550,0.55562,1,1.26262,1.00044,0.20713,0.07972,0.02176,0.00908,cup_handoff,0.42928
morphology_shift,0,36,push,shift,0.77917,0.53431,-1,0.76061,1.03194,0.21526,0.02371,0.03225,0.00868,box,0.44597
morphology_shift,0,37,pull,shift,1.29315,0.26072,-1,1.29191,0.96592,0.19879,0.00860,0.03770,0.00622,drawer_handle,0.43346
morphology_shift,0,38,rotate,shift,1.39482,0.53081,1,0.73204,0.90552,0.20171,0.00314,0.04801,0.00554,jar_lid,0.48838
morphology_shift,0,39,lift,shift,1.30568,0.29463,-1,0.75027,1.06390,0.16954,0.00820,0.02699,0.00658,tool,0.39446
morphology_shift,0,40,place,shift,0.76957,0.52991,1,0.72050,1.00408,0.17493,0.00089,0.04518,0.01126,peg_to_slot,0.42268
morphology_shift,0,41,handoff,shift,0.73476,0.30233,1,0.73174,0.91740,0.14510,0.03013,0.05204,0.00919,tool_handoff,0.49391
object_affordance_ambiguity,0,0,push,seen,1.07371,0.34938,1,0.99876,0.99230,0.21004,0.01091,0.05518,0.00786,sliding_box,0.43260
object_affordance_ambiguity,0,1,pull,seen,1.00952,0.43979,1,0.93943,0.80737,0.16015,0.04094,0.01796,0.00597,sliding_box,0.55768
object_affordance_ambiguity,0,2,rotate,seen,1.05358,0.41687,-1,1.06880,1.02361,0.13510,0.07641,0.03674,0.01181,round_handle,0.46038
object_affordance_ambiguity,0,3,lift,seen,1.04044,0.43131,-1,1.00985,0.99373,0.23689,0.04087,0.03686,0.01121,round_handle,0.44127
object_affordance_ambiguity,0,4,place,seen,1.03820,0.40926,-1,0.99412,1.04116,0.20133,0.04832,0.03569,0.00420,small_cup,0.43993
object_affordance_ambiguity,0,5,handoff,seen,0.95510,0.42422,-1,0.96761,1.06493,0.18559,0.03944,0.04529,0.01055,small_cup,0.43589
object_affordance_ambiguity,0,6,push,seen,1.02657,0.40159,-1,0.98005,0.97835,0.13792,0.06811,0.03821,0.01099,sliding_box,0.50629
object_affordance_ambiguity,0,7,pull,seen,0.94993,0.37830,-1,1.03628,0.94546,0.18434,0.05781,0.05725,0.00937,sliding_box,0.47330
object_affordance_ambiguity,0,8,rotate,seen,1.00872,0.40065,1,1.00364,0.96931,0.13507,0.04421,0.04576,0.00474,round_handle,0.46864
object_affordance_ambiguity,0,9,lift,seen,0.99656,0.38905,-1,0.91676,0.97932,0.21702,0.06185,0.03121,0.01081,round_handle,0.44526
object_affordance_ambiguity,0,10,place,seen,1.01091,0.37264,1,1.02425,1.02826,0.22137,0.06042,0.01165,0.00757,small_cup,0.42144
object_affordance_ambiguity,0,11,handoff,seen,0.92949,0.41378,1,1.01139,0.97350,0.14770,0.02328,0.02074,0.00430,small_cup,0.43870
object_affordance_ambiguity,0,12,push,seen,0.95063,0.43459,1,1.03329,0.94964,0.15791,0.02451,0.04340,0.00713,sliding_box,0.48985
object_affordance_ambiguity,0,13,pull,seen,0.98289,0.40755,-1,0.96444,1.00015,0.17115,0.01199,0.05876,0.00577,sliding_box,0.43377
object_affordance_ambiguity,0,14,rotate,seen,0.90046,0.37305,1,0.98666,1.18905,0.26389,0.05331,0.03042,0.00459,round_handle,0.39544
object_affordance_ambiguity,0,15,lift,seen,1.03869,0.42160,-1,1.01957,1.00629,0.28034,0.02122,0.03416,0.00842,round_handle,0.42614
object_affordance_ambiguity,0,16,place,seen,0.99040,0.41951,1,0.99844,0.94340,0.15430,0.05234,0.03314,0.00949,small_cup,0.47468
object_affordance_ambiguity,0,17,handoff,seen,0.98209,0.38824,-1,1.06899,0.86654,0.21391,0.07859,0.02721,0.00771,small_cup,0.52739
object_affordance_ambiguity,0,18,push,seen,1.01596,0.35177,-1,1.00902,0.97000,0.27330,0.04319,0.02751,0.00977,sliding_box,0.47374
object_affordance_ambiguity,0,19,pull,seen,1.02195,0.36097,1,0.96158,1.08296,0.19434,0.02823,0.03625,0.00931,sliding_box,0.40141
object_affordance_ambiguity,0,20,rotate,seen,1.11006,0.43498,-1,0.95649,0.97396,0.19190,0.03104,0.01050,0.00415,round_handle,0.42997
object_affordance_ambiguity,0,21,lift,seen,0.90548,0.38865,-1,0.97329,1.00415,0.20145,0.01472,0.04059,0.00896,round_handle,0.43198
object_affordance_ambiguity,0,22,place,seen,0.98028,0.38375,1,0.96222,1.06093,0.12842,0.02830,0.03568,0.00823,small_cup,0.43618
object_affordance_ambiguity,0,23,handoff,seen,0.99975,0.37628,-1,1.06208,1.01186,0.15970,0.06070,0.01970,0.00598,small_cup,0.43571
object_affordance_ambiguity,0,24,push,seen,0.97419,0.39716,-1,0.98267,0.97999,0.12232,0.04742,0.01350,0.00848,sliding_box,0.43490
object_affordance_ambiguity,0,25,pull,seen,0.88777,0.35230,-1,0.96442,0.96836,0.19241,0.05245,0.05650,0.00660,sliding_box,0.47841
object_affordance_ambiguity,0,26,rotate,seen,1.09033,0.45190,-1,0.99778,0.91860,0.12168,0.00282,0.01071,0.00925,round_handle,0.47708
object_affordance_ambiguity,0,27,lift,seen,0.93415,0.38107,1,0.98382,0.96674,0.17185,0.05559,0.01868,0.00907,round_handle,0.47930
object_affordance_ambiguity,0,28,place,seen,0.95598,0.38450,-1,1.01636,0.95785,0.10077,0.01531,0.01897,0.00835,small_cup,0.47576
object_affordance_ambiguity,0,29,handoff,seen,0.97245,0.40580,-1,1.02463,1.02460,0.13050,0.05336,0.04926,0.00794,small_cup,0.41628
object_affordance_ambiguity,0,30,push,seen,1.00522,0.36465,-1,0.95806,0.98970,0.20888,0.04751,0.03162,0.00703,sliding_box,0.42671
object_affordance_ambiguity,0,31,pull,seen,1.07208,0.39618,1,0.96763,0.93853,0.16662,0.00625,0.02231,0.01089,sliding_box,0.48140
object_affordance_ambiguity,0,32,rotate,seen,1.01904,0.40197,1,0.99475,1.01795,0.14559,0.05032,0.05181,0.00921,round_handle,0.42419
object_affordance_ambiguity,0,33,lift,seen,0.92859,0.37571,1,1.03167,0.96851,0.09529,0.02269,0.04925,0.00652,round_handle,0.43923
object_affordance_ambiguity,0,34,place,seen,1.01183,0.43811,-1,1.04705,0.90520,0.17826,0.05572,0.04321,0.00896,small_cup,0.46863
object_affordance_ambiguity,0,35,handoff,seen,1.03106,0.38651,1,0.99675,0.97125,0.17692,0.02076,0.00841,0.01182,small_cup,0.44688
object_affordance_ambiguity,0,36,push,seen,1.10967,0.39360,1,1.02405,1.01037,0.10081,0.01886,0.05610,0.00778,sliding_box,0.43801
object_affordance_ambiguity,0,37,pull,seen,1.01533,0.42982,1,0.93429,1.15804,0.22316,0.02940,0.04596,0.00498,sliding_box,0.38886
object_affordance_ambiguity,0,38,rotate,seen,1.01090,0.39909,1,0.95874,1.01954,0.12417,0.05918,0.01431,0.01141,round_handle,0.44524
object_affordance_ambiguity,0,39,lift,seen,0.93403,0.38019,-1,0.95651,1.02171,0.19133,0.06036,0.05389,0.00579,round_handle,0.44288
object_affordance_ambiguity,0,40,place,seen,0.99358,0.39392,1,1.01083,1.11518,0.16158,0.02658,0.05058,0.00649,small_cup,0.39370
object_affordance_ambiguity,0,41,handoff,seen,1.04662,0.35164,1,1.02271,0.96966,0.21028,0.00359,0.04968,0.00681,small_cup,0.43715
combined_hard_shift,0,0,push,shift,0.68561,0.57002,1,1.31051,0.53549,0.26628,0.27698,0.23423,0.03755,sliding_box,0.72068
combined_hard_shift,0,1,pull,shift,0.75261,0.26011,-1,1.32055,0.52984,0.36824,0.26245,0.18674,0.02008,sliding_box,0.70852
combined_hard_shift,0,2,rotate,shift,1.41514,0.26295,-1,0.71879,1.84225,0.42282,0.11526,0.30234,0.02935,round_handle,0.30701
combined_hard_shift,0,3,lift,shift,1.32890,0.54756,1,1.37872,0.56444,0.64403,0.24195,0.16917,0.02889,round_handle,0.64862
combined_hard_shift,0,4,place,shift,0.63791,0.28707,1,0.74039,0.50082,0.43692,0.17291,0.14675,0.03751,small_cup,0.73191
combined_hard_shift,0,5,handoff,shift,1.38857,0.61964,1,0.68976,0.49210,0.52629,0.26788,0.25474,0.03680,small_cup,0.75119
combined_hard_shift,0,6,push,shift,1.35529,0.60150,1,1.32673,0.61160,0.65136,0.22558,0.31259,0.03672,sliding_box,0.69536
combined_hard_shift,0,7,pull,shift,0.72790,0.26247,1,1.31941,0.45361,0.40588,0.10347,0.30675,0.02356,sliding_box,0.72661
combined_hard_shift,0,8,rotate,shift,1.40950,0.54192,-1,0.64194,0.53405,0.50275,0.17424,0.16855,0.02801,round_handle,0.69664
combined_hard_shift,0,9,lift,shift,0.69640,0.55759,-1,0.68628,0.55180,0.31663,0.12830,0.21758,0.03857,round_handle,0.71659
combined_hard_shift,0,10,place,shift,0.68055,0.55677,-1,0.70921,1.65831,0.28524,0.10905,0.15295,0.02863,small_cup,0.26703
combined_hard_shift,0,11,handoff,shift,0.73581,0.27425,-1,1.37010,0.47070,0.42709,0.25945,0.14200,0.02599,small_cup,0.70071
combined_hard_shift,0,12,push,shift,0.69832,0.59202,1,0.69125,1.88647,0.39602,0.15859,0.24978,0.02226,sliding_box,0.29249
combined_hard_shift,0,13,pull,shift,1.43255,0.26132,1,0.66111,0.51226,0.34584,0.25806,0.19684,0.02902,sliding_box,0.66115
combined_hard_shift,0,14,rotate,shift,0.70298,0.31007,1,0.72197,1.66537,0.34576,0.15739,0.30232,0.03500,round_handle,0.34114
combined_hard_shift,0,15,lift,shift,0.66598,0.57454,-1,0.71577,0.46509,0.45447,0.12328,0.26146,0.03822,round_handle,0.71004
combined_hard_shift,0,16,place,shift,1.52906,0.55049,1,0.70878,1.76739,0.23037,0.18965,0.23089,0.03798,small_cup,0.29238
combined_hard_shift,0,17,handoff,shift,0.66010,0.29498,1,0.70789,1.58257,0.58660,0.27438,0.16207,0.02683,small_cup,0.32841
combined_hard_shift,0,18,push,shift,1.40819,0.29296,1,1.37963,1.70188,0.28831,0.14360,0.26104,0.03788,sliding_box,0.32449
combined_hard_shift,0,19,pull,shift,1.44421,0.55182,-1,1.34862,1.61801,0.25460,0.15641,0.28120,0.03974,sliding_box,0.25617
combined_hard_shift,0,20,rotate,shift,0.70494,0.54765,-1,0.74202,0.55117,0.63248,0.25395,0.19690,0.02178,round_handle,0.72416
combined_hard_shift,0,21,lift,shift,0.69645,0.29802,-1,1.28884,0.45156,0.65745,0.17345,0.15609,0.03367,round_handle,0.64551
combined_hard_shift,0,22,place,shift,1.52929,0.26313,1,0.72392,0.46131,0.46189,0.24827,0.31498,0.03782,small_cup,0.65674
